Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,14.3624414710737,0.426354776777345,12.7522870926697,5.60074465863221,2.72454336219565,1.45131466066431,2.26031420279821,2.6470032027451,1.18922812944517,3.91160341625552,-2.35110067203466,-20.7388393676343,-6.24017199240269,2.26694373649188,..
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,560.621505463146,606.694676337726,651.417134470046,637.087099117099,625.054941813938,565.569730408751,522.082215583898,525.469770891619,491.337221382603,496.6025042585,510.787063366811,356.496214115892,357.261152798144,413.757894705303,..
Afghanistan,AFG,"Population, total",SP.POP.TOTL,28284089,29347708,30560034,31622704,32792523,33831764,34700612,35688935,36743039,37856121,39068979,40000412,40578842,41454761,42647492
Afghanistan,AFG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.4794499874115,3.4620099067688,2.60419988632202,3.45445990562439,3.69521999359131,3.2558000087738,4.54397010803223,4.34319019317627,..,..,..,..,..,..,..
Afghanistan,AFG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.56967163,8.56190777,7.89716864,8.80596447,9.52887821,10.10534763,11.81859016,12.62081718,14.20841885,14.83131981,15.53361416,21.508461,23.0881691,..,..
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,42.7,43.2,69.1,68,89.5,71.5,97.7,97.7,93.4,97.7,97.7,97.7,85.3,85.3,..
Afghanistan,AFG,Individuals using the Internet (% of population),IT.NET.USER.ZS,4,5,5.45455,5.9,7,8.26,11,13.5,16.8,17.6,17.0485,16.5143,17.1917,17.7089,..
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.702,61.25,61.735,62.188,62.26,62.27,62.646,62.406,62.443,62.941,61.454,60.417,65.617,66.035,..
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,103.48560333252,101.542083740234,106.575317382812,107.942840576172,109.829452514648,106.773551940918,106.784042358398,106.54354095459,107.687660217285,109.075309753418,..,..,..,..,..
Afghanistan,AFG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,50.4406204223633,52.4474296569824,54.372859954834,54.8833694458008,54.2936515808105,53.1501083374023,53.4350395202637,55.5364303588867,57.3578491210938,..,..,..,..,..,..
Afghanistan,AFG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.737,23.948,24.16,24.373,24.587,24.803,25.02,25.25,25.495,25.754,26.026,26.314,26.616,26.933,27.265
Afghanistan,AFG,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,46.7098945514103,51.4117163747271,72.8854696086536,67.5846651516385,..
Afghanistan,AFG,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,..,..,..,..,..,..,..,..,..,..,11.4556283331357,12.9867036666422,16.6684717100358,15.2435765521019,..
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.753,7.784,7.856,7.93,7.915,9.052,10.133,11.184,11.196,11.185,11.71,11.994,14.1,13.991,13.295
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.97315442681247,2.46351683915714,0.984129880204108,1.7072283175406,2.24022695382642,2.2277040745779,3.90893551362245,3.28317593330073,3.67141928098908,2.06257790176122,-3.31375636888916,8.96957619074095,4.82669611912765,3.93661689192599,3.96171911223713
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,4149.14469936847,4465.70914328865,4222.3470988913,4420.23461988353,4602.23051443229,3981.72662261867,4168.37544462548,4614.0479692596,5365.48880180298,5460.4305086932,5370.77749956875,6413.28280828537,6846.42669381643,8575.17134637222,10011.6279856667
Albania,ALB,"Population, total",SP.POP.TOTL,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,2854191,2837849,2811666,2777689,2745972,2714617
Albania,ALB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,3.17881310743026,3.29533986928598,3.53929996490479,3.18177734553254,3.43796992301941,3.96209001541138,3.61172008514404,3.08201370407389,3.87018990516663,3.325040102005,3.00555992126465,2.72976994514465,3.09153008460998,..
Albania,ALB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.23667669,6.18297672,6.15746212,6.28286266,6.43451118,6.46411896,6.7293272,6.57848787,6.66844559,6.86214113,7.50389433,7.39913177,6.19368076,..,..
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.6,99.7,99.9,99.9,100,100,99.9,99.9,100,100,100,100,100,100,..
Albania,ALB,Individuals using the Internet (% of population),IT.NET.USER.ZS,45,47,49.4,51.8,54.3,56.9,59.6,62.4,65.4,68.5504,72.2377,79.3237,82.6137,83.1356,..
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.414,78.303,78.084,77.995,78.029,78.358,78.643,78.9,79.238,79.467,77.824,76.844,78.769,79.602,..
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,99.8618342722087,101.580273662891,102.067360891559,101.474954848321,105.770581813858,105.688652991606,105.324777401077,105.414970908323,104.568015324639,102.58954115148,100.020970049835,97.1075038284839,96.3712299304757,93.7138120137738,111.511650085449
Albania,ALB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,93.6818237304688,95.4705276489258,97.6086120605469,102.903209514161,103.321377531566,102.440729325166,99.170755047578,97.5743697537481,98.822387862215,99.01515356567,95.9294474518951,97.665033031442,97.3224714726407,96.1368771236947,108.355392456055
Albania,ALB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.163,53.247,54.33,55.387,56.423,57.434,58.421,59.383,60.319,61.229,62.112,62.969,63.799,64.603,65.38
Albania,ALB,Trade (% of GDP),NE.TRD.GNFS.ZS,75.5325329687378,80.6989985298954,76.9683583166821,75.7506185619748,75.0212023084129,71.2794476606014,74.0144504546815,76.7873817898989,75.6940783717425,75.382128932689,59.5207118897718,75.5903217283122,84.6980571024438,82.4936825596994,79.0707597666191
Albania,ALB,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,30.1746231779397,31.6903461775522,28.6230804126196,27.8069449555149,26.5299242007892,26.0810405275666,25.626746695952,26.2596685681188,25.9195838592949,24.6048342032887,25.1975808136514,27.2106050889981,25.7044313054053,24.0498939278465,23.3868057028702
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.086,13.481,13.376,15.866,18.055,17.193,15.418,13.616,12.304,11.466,11.69,11.474,10.137,10.108,10.25
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.80000000093564,2.99999999941909,2.40000000034432,2.60000000061164,4.09999999866501,3.20000000089023,3.90000000017621,1.49999999895587,1.40000000088281,0.899999999219148,-4.99999999908597,3.79999999900707,3.60000000094915,4.10000000005964,3.29999999939609
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,4912.78585503672,5916.31364364343,6033.64884689543,5979.60138960585,6094.69392314956,4685.05902729002,4424.98529027556,4554.66753957828,4577.21029180491,4468.45341883656,3743.5419522929,4160.55926736925,4961.55257664733,5364.02795022731,5631.17999109851
Algeria,DZA,"Population, total",SP.POP.TOTL,36188236,36903376,37646166,38414171,39205031,40019529,40850721,41689299,42505035,43294546,44042091,44761099,45477389,46164219,46814308
Algeria,DZA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,8.6917709007891,9.12453448642892,7.02950889772261,6.65906035504841,6.54889841545277,6.17633014564047,6.50210843472458,5.73482350888796,5.8127512720176,5.57536563446523,6.19391724496515,5.51403281769924,4.74924673000603,5.61015717726636,..
Algeria,DZA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.64001417,4.82567501,5.63657808,5.64542007,6.01485014,6.3343544,6.00079727,5.94846106,5.93238592,5.41731071,5.63831711,5.0110569,3.6230433,..,..
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.9,99,98.8,99.2,99.3,99.4,99.4,99.5,99.6,99.5,99.7,99.8,100,100,..
Algeria,DZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,12.5,14.9,18.2,22.5,29.5,38.2,42.9455,47.6911,49.0385,55.7907,63.4727,72.2124,74.8319,76.9081,..
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.144,74.383,74.609,74.809,74.992,75.159,75.31,75.431,75.555,75.682,73.257,75.208,76.129,76.261,..
Algeria,DZA,"School enrollment, primary (% gross)",SE.PRM.ENRR,113.807026512965,112.733764527322,112.067747390185,112.336630248486,111.144837219297,109.584787441309,109.072307418092,108.062271942986,107.095121871029,106.067513980116,108.531941210547,104.739764213022,105.74715363116,105.840748480875,106.368889468205
Algeria,DZA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,100.739776611328,103.184272766113,..,..,..,..,..,..,..,..,..,..,104.550270080566,101.264892578125,105.164131811213
Algeria,DZA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.54,68.236,68.915,69.576,70.221,70.848,71.459,72.052,72.629,73.189,73.733,74.261,74.772,75.268,75.748
Algeria,DZA,Trade (% of GDP),NE.TRD.GNFS.ZS,63.4912159928425,62.2200899610479,60.7576393340605,59.151008157244,56.9235419669867,53.2046225904145,49.7609327925216,49.8208161712587,52.4361676779223,46.5068426081672,40.3897565625388,46.8370592599607,51.2023757404409,43.682914195572,..
Algeria,DZA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,36.8247454236446,32.5550419569134,32.3722774660867,35.5482724924833,38.5992038440274,42.8089904007225,43.3866935269655,41.5075397965874,41.0086253013984,39.8722500063772,39.0898216851072,35.1175035102881,30.3771400869932,32.8153081859397,..
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.96,9.96,10.97,9.82,10.207,11.206,10.202,12,12.137,12.259,14.057,13.63,12.346,11.701,11.427
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.299850074962521,0,-4.33482810164425,-2.5,1.76282051282051,3.14960629921259,-1.67938931297709,-6.98757763975155,2.6711185308848,-0.487804878048777,4.41176470588236,-0.782472613458523,1.73501577287065,..,..
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,10375.1720141957,10383.459331451,11745.4899153958,11813.5022034589,12026.3344929488,12727.4102651386,12843.3342903627,11863.6839452565,12552.0546868861,12886.1359517218,14489.2586563775,15236.1604875571,18017.4589383973,..,..
American Samoa,ASM,"Population, total",SP.POP.TOTL,55228,54895,54489,54006,53466,52878,52245,51586,50908,50209,49761,49225,48342,47521,46765
American Samoa,ASM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.587,72.662,72.709,72.769,72.687,72.654,72.64,72.801,72.794,72.751,72.672,72.708,72.752,72.852,..
American Samoa,ASM,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.594,87.502,87.42,87.348,87.288,87.238,87.198,87.17,87.153,87.147,87.153,87.169,87.196,87.235,87.284
American Samoa,ASM,Trade (% of GDP),NE.TRD.GNFS.ZS,157.940663176265,157.543859649123,176.40625,173.824451410658,174.805598755832,162.407132243685,159.165424739195,161.437908496732,171.830985915493,156.568778979907,154.368932038835,136.8,124.684270952928,..,..
American Samoa,ASM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.97495799965345,-0.00806975341139093,-4.97444371853503,-3.54759651549344,2.50446552114518,1.43414039522716,3.70967806978986,0.346071889630295,1.58876549046354,2.01554763848308,-11.1839399355384,8.28677879049404,9.56461225648184,2.58355480961319,3.37182032638998
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,42746.8309526019,46657.1561173756,41500.5435791686,42470.3161159692,44369.659691379,38654.9347203095,40129.8192007698,40672.9943348258,42819.7745797624,41257.8045846483,37361.0900666982,42425.6996756291,42414.0590092117,46812.4484486309,49303.6733899464
Andorra,AND,"Population, total",SP.POP.TOTL,80706,77783,76834,75194,73737,72174,72181,73763,75162,76474,77380,78364,79705,80856,81938
Andorra,AND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.97662997245789,2.98706007003784,2.56577895521486,2.50616002082825,3.07420992851257,3.28034996986389,3.23707008361816,3.21708989143372,3.2467200756073,3.15060997009277,2.63213046553066,2.381921736037,2.64727997779846,1.89867997169495,..
Andorra,AND,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.67537737,7.62060833,6.71083689,6.79964209,6.77308035,6.91586447,6.90521765,7.07142639,7.37541723,7.323246,8.78673935,8.33450699,7.53678846,7.92821121,..
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Andorra,AND,Individuals using the Internet (% of population),IT.NET.USER.ZS,81,81,82.7,84.4,86.1,87.9,89.7,91.5675,..,90.7187,93.2056,93.8975,94.4855,95.4456,..
Andorra,AND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,84.197,84.296,84.334,84.406,84.485,84.532,84.489,84.359,84.242,84.098,79.418,82.331,84.016,84.041,..
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,84.9445571899414,86.2257308959961,83.5187072753906,85.0512237548828,87.0263326910726,88.5957446808511,91.0415773681955,90.2031316123572,90.7088926174497,90.3239289446186,89.4271272114575,89.7379912663755,90.4656808651512,97.4446725986767,99.8579545454545
Andorra,AND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,85.4886322021484,86.196891784668,87.2305068969727,86.7936096191406,88.978157043457,91.2962188720703,94.6524124145508,95.1090393066406,95.9804306030273,96.574333190918,97.1500396728516,98.0404205322266,98.5098724365234,99.5086517333984,101.923820495605
Andorra,AND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.819,88.726,88.631,88.537,88.441,88.345,88.248,88.15,88.062,87.984,87.916,87.858,87.811,87.774,87.747
Andorra,AND,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.39837593810763,3.47205314798103,8.54210707584141,4.95461303112738,4.82255926962156,0.943571561325001,-2.58004964404932,-0.147212941085755,-1.31636168896895,-0.702272957616017,-5.63821471714934,1.19921052145153,3.04472652391918,1.07809951970673,4.42390452944746
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,3597.34293216332,4615.91059831778,5086.02740086376,5057.74787833163,5005.9997412707,3213.90261080059,1807.95294072643,2437.25971190821,2538.59139143371,2189.85571407618,1449.92286669308,1925.87466082167,2929.69445467272,2309.53413042773,2122.08368991872
Angola,AGO,"Population, total",SP.POP.TOTL,23294825,24218352,25177394,26165620,27160769,28157798,29183070,30234839,31297155,32375632,33451132,34532429,35635029,36749906,37885849
Angola,AGO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.42131996154785,..,3.08191085718142,4.43894951297476,..,3.48689580393413,2.75493664582725,2.46687881104886,2.18351298946275,2.07306438181603,2.66744733689285,2.29719689513241,2.38535898416633,2.51273663315785,..
Angola,AGO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.69509959,2.64560771,2.39574957,2.73282695,2.43412876,2.60579467,2.71314979,2.79383755,2.59482241,2.47518778,3.27488494,3.09277129,2.92737579,..,..
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,35,34.6,37.3,38.4,32,42,41.8,42.9,45.3,45.6,47,48.2,48.5,51.1,..
Angola,AGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.8,4.7,7.7,13,21.3623,22,23.2,26,29,32.1294,36.6347,39.3876,42.0719,44.7581,..
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.242,58.093,58.916,59.705,60.396,61.042,61.619,62.122,62.622,63.051,63.116,62.958,64.246,64.617,..
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,113.87258174337,128.386344899029,..,..,..,120.580276489258,..,..,..,..,..,89.2266094661321,..,86.7353918783767,..
Angola,AGO,"School enrollment, secondary (% gross)",SE.SEC.ENRR,28.2108038778932,29.6869517832747,..,..,..,..,54.4167987304753,..,..,..,..,53.1351542727131,..,51.4839046246776,..
Angola,AGO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.783,60.528,61.268,62.002,62.731,63.446,64.149,64.839,65.514,66.177,66.825,67.46,68.081,68.688,69.281
Angola,AGO,Trade (% of GDP),NE.TRD.GNFS.ZS,104.123635308845,99.9825063313368,91.8000973419114,86.8119327587926,79.3329227828897,62.8885160890192,53.3701580675988,52.2568222278462,66.3780133263399,57.8295381183036,65.9420289329872,74.4644985871074,69.6910705054094,67.00179327992,62.2959187659368
Angola,AGO,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,28.2365040950311,26.3924036529294,26.6808371404382,26.1584990804095,27.4788100050412,28.2096050899583,26.2132146675759,23.2423166653967,17.1946986199565,17.7122552404386,26.4904004984611,26.4373618826197,26.256018224438,23.7790911131562,25.0015700592034
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,16.618,16.77,16.562,16.492,16.406,16.49,16.575,16.61,16.594,16.497,16.69,15.799,14.602,14.537,14.464
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-7.84050683730972,-1.95874262217572,3.37314273947959,-0.600982329599361,2.19829188738797,1.42161997595372,4.1203675438061,2.71272657973627,6.71200487159726,3.1722219373937,-18.8687765208148,8.17286311186622,9.10780623385958,2.42736300110336,4.32752145036402
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,15217.3950790922,14911.7275084471,15639.8078114787,15051.5113587425,15532.1062063584,16077.6340769406,16556.8551801588,16965.7288273816,18273.4270684912,18896.3721832248,15369.6082250401,17348.6006987182,20105.1989085164,21494.5474000727,23725.7903725506
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,85320,86332,87260,88064,88765,89409,89969,90468,90926,91364,91846,92349,92840,93316,93772
Antigua and Barbuda,ATG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,2.13043025907083,2.35972143126598,2.3044409375638,1.9934755302761,2.17149931504636,2.28158315038897,2.26922708436893,3.35725653382563,3.0051830460864,2.50897393198865,2.50368755552383,3.10505161832136,..
Antigua and Barbuda,ATG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.37907028,5.44257212,5.47921467,5.50909233,5.87269926,5.27965546,5.12190151,4.87493944,4.85204983,4.40662289,5.72944784,4.99196768,5.7299943,..,..
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.7,94.6,100,100,100,100,100,100,100,100,100,100,100,100,..
Antigua and Barbuda,ATG,Individuals using the Internet (% of population),IT.NET.USER.ZS,47,52,58,63.4,67.78,70,70.9743,71.9621,72.9637,73.9792,75.0089,76.0528,77.1648,77.5756,..
Antigua and Barbuda,ATG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.701,77.023,77.1,77.05,76.912,76.892,76.968,77.03,77.132,77.168,77.161,77.197,77.483,77.598,..
Antigua and Barbuda,ATG,"School enrollment, primary (% gross)",SE.PRM.ENRR,120.18367767334,117.199310302734,113.619567871094,113.245916212913,112.459922790527,110.396583557129,107.432655305113,109.74291229248,112.740837097168,112.847576892521,..,..,121.563206835888,112.255406797116,..
Antigua and Barbuda,ATG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,115.466743469238,116.185371398926,117.228363037109,..,115.270439147949,117.55770111084,..,117.209930419922,121.685249328613,..,..,..,107.799908772997,108.880778588808,..
Antigua and Barbuda,ATG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.238,25.703,25.526,25.35,25.175,25,24.846,24.713,24.599,24.506,24.433,24.38,24.346,24.332,24.338
Antigua and Barbuda,ATG,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,141.546161057996,130.071549851721,132.025917905085,127.664323582144,130.655152659419,137.537783631991,94.289529886499,101.074960584779,117.703527768353,..,..
Antigua and Barbuda,ATG,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.1253981561002,6.00395169280579,-1.0264204544321,2.40532378079436,-2.51261532081394,2.73115982828944,-2.08032784377811,2.81850297775918,-2.61739646282038,-2.00086100285785,-9.9004848136464,10.4418119882506,5.26987967384072,-1.61100162090189,-1.71910514722377
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,10260.1313108254,12704.2831819684,12949.717486654,12963.675773326,12233.1444119186,13679.6264980954,12699.9623137756,14532.5009308511,11752.7998922979,9955.97478680428,8535.59938004389,10738.0179223384,13935.6811110049,14187.4827252965,13858.2039802008
Argentina,ARG,"Population, total",SP.POP.TOTL,41288694,41730660,42161721,42582455,43024071,43477012,43900313,44288894,44654882,44973465,45191965,45312281,45407904,45538401,45696159
Argentina,ARG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.01971006393433,5.29062986373901,5.34582996368408,5.43661022186279,5.36144018173218,5.77611017227173,5.54548978805542,5.45431995391846,4.87773990631104,4.7716498374939,5.27689981460571,4.65393018722534,4.79263019561768,5.89754023690244,..
Argentina,ARG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.44546413,9.41819859,9.82726669,9.78097916,9.67129993,10.22933674,9.85558891,10.23174763,10.29146862,10.1555109,10.45030594,10.03832245,9.86305332,..,..
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.8,99,99.1,99.3,100,99.7,99.9,100,100,100,100,100,100,100,..
Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,45,51,55.8,59.9,64.7,68.0431,70.969,74.2949,77.7,79.947,85.5144,87.1507,88.3754,89.229,89.6672
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.68,76.1,75.802,75.829,76.268,76.6,76.105,76.543,76.77,76.847,75.878,73.948,75.806,77.395,..
Argentina,ARG,"School enrollment, primary (% gross)",SE.PRM.ENRR,118.128196716309,117.372833251953,116.43643951416,114.421348571777,113.873519897461,112.936653137207,111.654647827148,109.879669189453,109.305458068848,109.338218688965,108.504623413086,108.139617919922,106.759826660156,102.535244031037,..
Argentina,ARG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,99.0709991455078,100.884559631348,102.709991455078,104.540863037109,106.038902282715,107.504867553711,109.598327636719,110.377799987793,109.671241760254,110.460151672363,112.376731872559,115.735778808594,114.14811706543,105.574584297051,..
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,90.849,90.99,91.121,91.249,91.377,91.503,91.627,91.749,91.87,91.991,92.111,92.229,92.347,92.463,92.579
Argentina,ARG,Trade (% of GDP),NE.TRD.GNFS.ZS,34.9710132635696,35.2061549999644,30.5265423717108,29.3339290021037,28.4067936452275,22.4862260889792,26.0938878488799,25.2896011376779,30.7625359549926,32.6306150458499,30.203698807416,33.078689567466,31.5477080051071,26.6405121334437,28.1594014348782
Argentina,ARG,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,16.6414661565525,17.2482847013515,15.8575254186347,16.2895111851898,15.9799540764527,15.5647450770354,14.2723627542237,15.1621987548244,15.2510495001607,14.1990461422681,14.282505371897,17.2906325754362,17.5709176737238,18.5700907686492,15.8367502771184
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.714,7.18,7.217,7.1,7.268,7.579,8.085,8.347,9.22,9.843,11.461,8.736,6.805,6.139,7.876
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.2000000002151,4.69999999867412,7.20000000096486,3.3,3.60000000058993,3.19999999896625,0.199999999825991,7.50000000164144,5.19999999965324,7.59999999853918,-7.19999999920631,5.80000000065645,12.5999999997766,8.29999999959539,5.90000000046228
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,3041.34450723339,3349.55309771906,3511.56399687426,3680.16692158886,3852.11800610384,3512.39350276709,3524.42476874707,3869.05373867752,4196.00562301769,4597.22887399548,4268.68093304583,4685.17997128509,6571.97445545099,8125.27395754003,8500.60522486719
Armenia,ARM,"Population, total",SP.POP.TOTL,3044800,3027900,3024100,3022000,3013800,3004600,2992300,2979400,2969000,2962500,2961500,2962300,2969200,2964300,3033500
Armenia,ARM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.24900007247925,3.14385008811951,2.77248001098633,2.65018010139465,2.24724006652832,2.80591011047363,2.75812005996704,2.70759010314941,2.11331180512289,2.15984239839771,2.70555996894836,2.76784992218018,2.4918999671936,2.43869996070862,..
Armenia,ARM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.23538303,9.37588882,9.13455009,10.32345009,10.17827892,10.11762714,9.95194912,10.36270332,10.00543404,11.3798008,12.24056244,12.32268524,9.96212864,..,..
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8,99.5,99.5,99.4,99.7,100,99.8,99.7,99.9,100,100,100,100,100,..
Armenia,ARM,Individuals using the Internet (% of population),IT.NET.USER.ZS,25,32,37.5,41.9,54.6228,59.1008,64.346,64.7449,68.2451,66.5439,76.5077,78.6123,77.0277,79.9966,..
